StationID,ActivityStartDate,ActivityStartTime/Time,organic_carbon_units,organic_carbon,Depth_m,Source
CW-080,5/27/2008,9:35:00 AM,mg/L,7.8,0.3,DHEC
CW-166,11/4/2008,10:45:00 AM,mg/L,5.5,0.3,DHEC
RL-08046,12/29/2008,12:25:00 PM,mg/L,4.4,0.3,DHEC
CW-235,12/18/2008,12:19:00 PM,mg/L,9.3,0.3,DHEC
CW-235,3/18/2008,11:02:00 AM,mg/L,9.9,0.3,DHEC
CW-236,3/18/2008,10:03:00 AM,mg/L,9.2,0.3,DHEC
RL-01007,6/12/2008,11:17:00 AM,mg/L,6.9,0.3,DHEC
RS-08073,5/27/2008,12:00:00 PM,mg/L,6.5,0.3,DHEC
CW-017,12/18/2008,12:50:00 PM,mg/L,9.7,0.3,DHEC
CW-250,2/14/2008,10:00:00 AM,mg/L,6.2,0.3,DHEC
RS-08073,8/27/2008,12:05:00 PM,mg/L,17,0.3,DHEC
CW-079,11/6/2008,10:20:00 AM,mg/L,6.2,0.3,DHEC
CW-072,12/18/2008,11:25:00 AM,mg/L,7.3,0.3,DHEC
CW-079,5/27/2008,10:00:00 AM,mg/L,8.2,0.3,DHEC
CW-145,9/2/2008,10:00:00 AM,mg/L,11,0.3,DHEC
RL-08062,12/29/2008,11:45:00 AM,mg/L,4.6,0.3,DHEC
CW-237,11/4/2008,11:20:00 AM,mg/L,6.2,0.3,DHEC
CW-250,11/25/2008,10:20:00 AM,mg/L,5.8,0.3,DHEC
CW-166,8/7/2008,8:55:00 AM,mg/L,8.8,0.3,DHEC
CW-231,9/29/2008,12:24:00 PM,mg/L,4.3,0.3,DHEC
CW-072,9/10/2008,2:23:00 PM,mg/L,6.3,0.3,DHEC
CW-079,8/27/2008,10:05:00 AM,mg/L,19,0.3,DHEC
CW-080,2/7/2008,9:40:00 AM,mg/L,5.3,0.3,DHEC
CW-016,12/18/2008,9:13:00 AM,mg/L,3.9,0.3,DHEC
CW-057,3/26/2008,11:00:00 AM,mg/L,9.1,0.3,DHEC
RL-08046,9/29/2008,11:23:00 AM,mg/L,4.4,0.3,DHEC
CW-237,8/7/2008,8:40:00 AM,mg/L,8.4,0.3,DHEC
CW-206,5/15/2008,10:40:00 AM,mg/L,6.2,0.3,DHEC
CW-021,5/21/2008,12:30:00 PM,mg/L,8.2,0.3,DHEC
RL-08062,9/29/2008,10:15:00 AM,mg/L,4.5,0.3,DHEC
CW-036,9/2/2008,11:21:00 AM,mg/L,5.8,0.3,DHEC
CW-057,9/29/2008,9:19:00 AM,mg/L,4.6,0.3,DHEC
CW-225,12/4/2008,1:19:00 PM,mg/L,4.6,0.3,DHEC
CW-250,8/14/2008,9:30:00 AM,mg/L,11,0.3,DHEC
CW-082,2/12/2008,12:20:00 PM,mg/L,9,0.3,DHEC
CW-237,5/21/2008,12:05:00 PM,mg/L,8.6,0.3,DHEC
CW-166,5/21/2008,11:25:00 AM,mg/L,9.8,0.3,DHEC
CW-234,12/18/2008,9:43:00 AM,mg/L,7.1,0.3,DHEC
CW-021,2/12/2008,11:50:00 AM,mg/L,5.9,0.3,DHEC
CL-089,5/7/2009,11:40:00 AM,mg/L,4.8,0.3,DHEC
CW-206,8/27/2009,10:20:00 AM,mg/L,3.3,0.3,DHEC
CW-231,3/31/2009,9:20:00 AM,mg/L,6.9,0.3,DHEC
RL-09094,3/30/2009,11:55:00 AM,mg/L,6.6,0.3,DHEC
CL-089,2/26/2009,1:10:00 PM,mg/L,4.2,0.3,DHEC
CW-250,2/5/2009,10:10:00 AM,mg/L,3.4,0.3,DHEC
CW-154,8/12/2009,9:15:00 AM,mg/L,8,0.3,DHEC
CW-155,8/12/2009,9:30:00 AM,mg/L,8.8,0.3,DHEC
CW-057,3/30/2009,1:01:00 PM,mg/L,7.5,0.3,DHEC
CW-021,5/7/2009,1:25:00 PM,mg/L,8.4,0.3,DHEC
CW-154,2/26/2009,10:00:00 AM,mg/L,4.2,0.3,DHEC
CW-231,6/4/2009,11:04:00 AM,mg/L,3.1,0.3,DHEC
CW-036,6/16/2009,10:45:00 AM,mg/L,5.9,0.3,DHEC
RL-09099,3/30/2009,10:51:00 AM,mg/L,4.2,0.3,DHEC
CW-155,5/7/2009,10:20:00 AM,mg/L,11,0.3,DHEC
CW-166,5/7/2009,10:45:00 AM,mg/L,11,0.3,DHEC
CW-082,2/26/2009,11:20:00 AM,mg/L,8,0.3,DHEC
CW-021,8/12/2009,10:40:00 AM,mg/L,6.5,0.3,DHEC
CW-166,2/26/2009,10:45:00 AM,mg/L,5.8,0.3,DHEC
CW-064,6/16/2009,11:25:00 AM,mg/L,7.2,0.3,DHEC
CW-222,2/5/2009,11:50:00 AM,mg/L,5.7,0.3,DHEC
CW-166,8/12/2009,9:50:00 AM,mg/L,6.2,0.3,DHEC
CW-021,2/26/2009,11:50:00 AM,mg/L,5.4,0.3,DHEC
CW-155,2/26/2009,10:20:00 AM,mg/L,6.7,0.3,DHEC
CW-250,8/27/2009,9:55:00 AM,mg/L,3.7,0.3,DHEC
CW-014,3/4/2009,12:15:00 PM,mg/L,2.1,0.3,DHEC
CW-250,5/14/2009,10:15:00 AM,mg/L,4.3,0.3,DHEC
CW-016,3/4/2009,10:11:00 AM,mg/L,3.8,0.3,DHEC
CW-064,3/4/2009,11:40:00 AM,mg/L,6.5,0.3,DHEC
CW-016,6/16/2009,10:09:00 AM,mg/L,4,0.3,DHEC
RL-09094,6/4/2009,11:44:00 AM,mg/L,2.9,0.3,DHEC
CW-237,2/26/2009,12:25:00 PM,mg/L,3.7,0.3,DHEC
CW-222,8/27/2009,11:20:00 AM,mg/L,4.2,0.3,DHEC
CW-014,6/16/2009,12:13:00 PM,mg/L,2.6,0.3,DHEC
CW-222,5/14/2009,11:45:00 AM,mg/L,4.6,0.3,DHEC
CW-206,2/5/2009,10:45:00 AM,mg/L,4.3,0.3,DHEC
CW-237,5/7/2009,12:50:00 PM,mg/L,7.7,0.3,DHEC
RL-09099,6/4/2009,9:50:00 AM,mg/L,4.3,0.3,DHEC
CL-089,8/12/2009,12:30:00 PM,mg/L,4.7,0.3,DHEC
CW-154,5/7/2009,10:00:00 AM,mg/L,13,0.3,DHEC
CW-082,5/7/2009,1:45:00 PM,mg/L,8.8,0.3,DHEC
CW-237,8/12/2009,11:20:00 AM,mg/L,6,0.3,DHEC
CW-036,3/4/2009,11:00:00 AM,mg/L,7.6,0.3,DHEC
CW-206,5/14/2009,10:40:00 AM,mg/L,4.6,0.3,DHEC
CW-207B-F,7/15/2019,11:43:00 AM,mg/L,2.6,0.3,DHEC
CW-207B,8/27/2019,10:21:00 AM,mg/L,2.8,0.3,DHEC
LCR-04,9/17/2019,12:12:00 PM,mg/L,3,0.3,DHEC
CW-208F,8/27/2019,1:22:00 PM,mg/L,2.8,0.3,DHEC
CL-089F,9/24/2019,10:11:00 AM,mg/L,2.7,0.3,DHEC
LCR-03F,9/24/2019,1:13:00 PM,mg/L,3.2,0.3,DHEC
CL-089,10/23/2019,9:19:00 AM,mg/L,3.1,0.3,DHEC
LCT-02F,8/20/2019,11:07:00 AM,mg/L,2.3,0.3,DHEC
LCR-04F,10/29/2019,10:02:00 AM,mg/L,3.4,0.3,DHEC
LCR-03,7/15/2019,2:30:00 PM,mg/L,2.7,0.3,DHEC
CW-207B,8/13/2019,12:19:00 PM,mg/L,3.4,0.3,DHEC
CW-207B,6/18/2019,12:41:00 PM,mg/L,2.5,0.3,DHEC
LCR-04F,10/1/2019,11:11:00 AM,mg/L,3.2,0.3,DHEC
CW-207B-F,8/27/2019,10:28:00 AM,mg/L,2.7,0.3,DHEC
LCT-03,10/1/2019,8:45:00 AM,mg/L,6.2,0.3,DHEC
LCT-02,10/15/2019,11:05:00 AM,mg/L,3.5,0.3,DHEC
CL-089F,7/30/2019,10:05:00 AM,mg/L,2.4,0.3,DHEC
LCR-05,10/1/2019,10:39:00 AM,mg/L,3.4,0.3,DHEC
CW-208F,6/18/2019,5:41:00 PM,mg/L,3.4,0.3,DHEC
LCR-01F,8/6/2019,1:10:00 PM,mg/L,2.4,0.3,DHEC
LWT-01,9/4/2019,10:10:00 AM,mg/L,2,0.3,DHEC
LCR-04F,8/6/2019,12:34:00 PM,mg/L,2.6,0.3,DHEC
CW-208F,7/15/2019,3:51:00 PM,mg/L,2.7,0.3,DHEC
LCR-02,8/27/2019,11:14:00 AM,mg/L,3.2,0.3,DHEC
CW-069,10/29/2019,10:10:00 AM,mg/L,5.1,0.3,DHEC
CW-208,10/8/2019,1:16:00 PM,mg/L,3.5,0.3,DHEC
LCR-02F,8/27/2019,11:36:00 AM,mg/L,3.1,0.3,DHEC
CW-208,9/24/2019,2:30:00 PM,mg/L,3.4,0.3,DHEC
CW-207B,8/27/2019,10:10:00 AM,mg/L,2.9,0.3,DHEC
CW-057F,8/6/2019,10:35:00 AM,mg/L,2.6,0.3,DHEC
LCR-02,6/18/2019,3:13:00 PM,mg/L,2.3,0.3,DHEC
CW-207B-F,9/24/2019,11:07:00 AM,mg/L,3,0.3,DHEC
CW-014,8/20/2019,12:16:00 PM,mg/L,2.3,0.3,DHEC
LCR-03,10/8/2019,1:36:00 PM,mg/L,3.2,0.3,DHEC
LCR-02F,7/30/2019,1:05:00 PM,mg/L,3,0.3,DHEC
LCR-03F,10/8/2019,1:36:00 PM,mg/L,3.2,0.3,DHEC
CW-208,10/23/2019,2:38:00 PM,mg/L,3.2,0.3,DHEC
CL-089F,8/27/2019,8:57:00 AM,mg/L,2.7,0.3,DHEC
LCT-02,10/1/2019,11:10:00 AM,mg/L,3.1,0.3,DHEC
LCR-03F,6/18/2019,5:12:00 PM,mg/L,2.5,0.3,DHEC
CW-207B,7/30/2019,11:00:00 AM,mg/L,2.7,0.3,DHEC
CW-208F,10/8/2019,1:03:00 PM,mg/L,3.4,0.3,DHEC
CW-208,10/8/2019,1:03:00 PM,mg/L,3.6,0.3,DHEC
LCR-04,8/6/2019,12:22:00 PM,mg/L,2.5,0.3,DHEC
CL-089,10/8/2019,9:37:00 AM,mg/L,3,0.3,DHEC
CW-057F,9/17/2019,10:35:00 AM,mg/L,3,0.3,DHEC
LCT-02F,9/17/2019,11:10:00 AM,mg/L,3.1,0.3,DHEC
CW-207B-F,7/30/2019,10:44:00 AM,mg/L,2.9,0.3,DHEC
LCR-04,10/15/2019,10:14:00 AM,mg/L,3.4,0.3,DHEC
CL-089F,8/27/2019,9:23:00 AM,mg/L,2.7,0.3,DHEC
CW-207B-F,10/23/2019,10:57:00 AM,mg/L,3,0.3,DHEC
CW-208,6/18/2019,5:41:00 PM,mg/L,3.6,0.3,DHEC
CW-069,9/4/2019,11:15:00 AM,mg/L,3.9,0.3,DHEC
CL-089F,8/13/2019,10:12:00 AM,mg/L,2.7,0.3,DHEC
CW-207B-F,7/30/2019,11:17:00 AM,mg/L,2.9,0.3,DHEC
LCT-03F,7/9/2019,8:40:00 AM,mg/L,7.4,0.3,DHEC
CW-057,8/6/2019,10:35:00 AM,mg/L,2.7,0.3,DHEC
CW-014,7/25/2019,12:00:00 PM,mg/L,1.8,0.3,DHEC
LCR-03F,10/23/2019,1:33:00 PM,mg/L,3.1,0.3,DHEC
LCR-02,8/27/2019,11:43:00 AM,mg/L,3.2,0.3,DHEC
CW-207B,9/24/2019,10:59:00 AM,mg/L,3.1,0.3,DHEC
CW-208,10/8/2019,1:21:00 PM,mg/L,3.4,0.3,DHEC
CW-057,10/1/2019,10:08:00 AM,mg/L,3.6,0.3,DHEC
LCR-01F,8/20/2019,12:13:00 PM,mg/L,2.8,0.3,DHEC
LCR-04F,9/3/2019,11:22:00 AM,mg/L,3,0.3,DHEC
LCR-01,6/25/2019,2:00:00 PM,mg/L,2.3,0.3,DHEC
LCR-02,7/15/2019,1:19:00 PM,mg/L,2.9,0.3,DHEC
LCR-04F,8/20/2019,10:32:00 AM,mg/L,3.4,0.3,DHEC
CW-014F,8/20/2019,12:16:00 PM,mg/L,2.1,0.3,DHEC
LCR-05F,9/17/2019,11:12:00 AM,mg/L,3,0.3,DHEC
CW-069,5/29/2019,12:00:00 AM,mg/L,3,0.3,DHEC
LCR-03F,8/13/2019,2:26:00 PM,mg/L,3.2,0.3,DHEC
LCR-05F,6/25/2019,12:25:00 PM,mg/L,2,0.3,DHEC
LWT-01F,11/21/2019,10:30:00 AM,mg/L,1.8,0.3,DHEC
LCT-03F,9/17/2019,8:45:00 AM,mg/L,8.4,0.3,DHEC
CL-089,8/27/2019,9:23:00 AM,mg/L,2.7,0.3,DHEC
LWT-01F,6/20/2019,10:55:00 AM,mg/L,1.9,0.3,DHEC
LCT-03,7/25/2019,8:45:00 AM,mg/L,3.9,0.3,DHEC
CW-057F,7/9/2019,10:46:00 AM,mg/L,2.5,0.3,DHEC
RS-19476,9/17/2019,10:30:00 AM,mg/L,6.7,0.3,DHEC
CL-089,9/24/2019,10:18:00 AM,mg/L,2.9,0.3,DHEC
LCR-02,9/24/2019,12:17:00 PM,mg/L,3.1,0.3,DHEC
LCR-03F,6/18/2019,4:58:00 PM,mg/L,2.4,0.3,DHEC
LCR-02,8/13/2019,1:19:00 PM,mg/L,2.9,0.3,DHEC
CW-057F,9/3/2019,9:54:00 AM,mg/L,2.8,0.3,DHEC
LCR-04,6/25/2019,12:50:00 PM,mg/L,2.3,0.3,DHEC
CW-057F,10/29/2019,9:40:00 AM,mg/L,3.2,0.3,DHEC
CW-057F,6/11/2019,11:30:00 AM,mg/L,2.2,0.3,DHEC
CW-207B-F,8/27/2019,10:10:00 AM,mg/L,2.6,0.3,DHEC
LCR-02F,10/8/2019,11:46:00 AM,mg/L,3.4,0.3,DHEC
CW-057F,10/15/2019,9:34:00 AM,mg/L,3.1,0.3,DHEC
CW-057F,7/9/2019,10:24:00 AM,mg/L,2.6,0.3,DHEC
RS-19476F,7/25/2019,11:00:00 AM,mg/L,5.1,0.3,DHEC
CW-208,7/15/2019,3:37:00 PM,mg/L,2.9,0.3,DHEC
RS-19476F,10/1/2019,10:45:00 AM,mg/L,7.6,0.3,DHEC
CL-089F,7/30/2019,10:14:00 AM,mg/L,2.3,0.3,DHEC
CW-057F,8/6/2019,10:44:00 AM,mg/L,2.7,0.3,DHEC
LCR-04F,6/25/2019,1:11:00 PM,mg/L,2.8,0.3,DHEC
RS-19476,10/29/2019,11:09:00 AM,mg/L,5,0.3,DHEC
LCR-03,9/24/2019,1:13:00 PM,mg/L,3.4,0.3,DHEC
LCR-04,9/17/2019,12:01:00 PM,mg/L,3,0.3,DHEC
LCT-03F,10/1/2019,8:45:00 AM,mg/L,6,0.3,DHEC
CW-057,6/25/2019,10:55:00 AM,mg/L,2.2,0.3,DHEC
LWT-01F,10/15/2019,10:10:00 AM,mg/L,1.9,0.3,DHEC
LCT-03,9/4/2019,10:05:00 AM,mg/L,4.9,0.3,DHEC
CW-208F,10/23/2019,2:38:00 PM,mg/L,3,0.3,DHEC
CL-089F,7/15/2019,10:18:00 AM,mg/L,2.2,0.3,DHEC
LCR-04F,10/15/2019,10:36:00 AM,mg/L,3.1,0.3,DHEC
LCR-01F,7/9/2019,12:42:00 PM,mg/L,2.7,0.3,DHEC
CW-057,9/17/2019,10:35:00 AM,mg/L,2.9,0.3,DHEC
CW-207B-F,9/24/2019,11:14:00 AM,mg/L,3,0.3,DHEC
CW-208F,10/23/2019,2:16:00 PM,mg/L,3,0.3,DHEC
CW-208F,8/13/2019,4:26:00 PM,mg/L,3.1,0.3,DHEC
LCR-04F,8/20/2019,10:55:00 AM,mg/L,3.3,0.3,DHEC
LCR-02F,10/23/2019,11:55:00 AM,mg/L,3.3,0.3,DHEC
LCR-04,10/15/2019,10:29:00 AM,mg/L,3.2,0.3,DHEC
LCT-02,6/11/2019,10:40:00 AM,mg/L,2.7,0.3,DHEC
CW-057,6/11/2019,11:19:00 AM,mg/L,2,0.3,DHEC
LCR-01,10/29/2019,11:04:00 AM,mg/L,3.5,0.3,DHEC
CW-057,9/17/2019,10:25:00 AM,mg/L,3.1,0.3,DHEC
CL-089,9/24/2019,10:00:00 AM,mg/L,2.9,0.3,DHEC
LCR-03,8/27/2019,12:40:00 PM,mg/L,2.9,0.3,DHEC
LCR-02,8/13/2019,1:51:00 PM,mg/L,2.7,0.3,DHEC
LCR-05,7/9/2019,11:47:00 AM,mg/L,2.1,0.3,DHEC
LWT-01F,7/9/2019,9:40:00 AM,mg/L,1.4,0.3,DHEC
LCT-03F,9/4/2019,10:05:00 AM,mg/L,4.5,0.3,DHEC
LCR-02F,8/27/2019,11:43:00 AM,mg/L,3.2,0.3,DHEC
LCR-04,7/9/2019,12:25:00 PM,mg/L,2.5,0.3,DHEC
CW-208,8/27/2019,1:13:00 PM,mg/L,3,0.3,DHEC
CW-014,8/6/2019,12:20:00 PM,mg/L,2,0.3,DHEC
CW-057,10/29/2019,9:40:00 AM,mg/L,3.3,0.3,DHEC
LCR-02,8/13/2019,2:00:00 PM,mg/L,2.7,0.3,DHEC
RS-19476F,6/11/2019,11:30:00 AM,mg/L,4.5,0.3,DHEC
LCT-02,7/9/2019,10:40:00 AM,mg/L,2.1,0.3,DHEC
CW-014,10/1/2019,12:13:00 PM,mg/L,2.2,0.3,DHEC
LCR-04,7/25/2019,12:38:00 PM,mg/L,2.6,0.3,DHEC
LWT-01,12/4/2019,9:30:00 AM,mg/L,1.6,0.3,DHEC
CW-057F,6/25/2019,10:55:00 AM,mg/L,2,0.3,DHEC
CW-057,9/3/2019,9:39:00 AM,mg/L,3,0.3,DHEC
LWT-01F,10/1/2019,10:15:00 AM,mg/L,2,0.3,DHEC
LCR-01,6/11/2019,2:00:00 PM,mg/L,1.9,0.3,DHEC
LCR-01,7/25/2019,1:20:00 PM,mg/L,3.2,0.3,DHEC
CW-057,6/11/2019,11:02:00 AM,mg/L,2,0.3,DHEC
LWT-01F,7/25/2019,9:55:00 AM,mg/L,1.8,0.3,DHEC
LCR-05F,10/1/2019,10:39:00 AM,mg/L,3.4,0.3,DHEC
CW-207B-F,7/30/2019,11:00:00 AM,mg/L,2.6,0.3,DHEC
CL-089F,10/8/2019,9:37:00 AM,mg/L,2.9,0.3,DHEC
CW-057F,6/25/2019,11:07:00 AM,mg/L,1.9,0.3,DHEC
LCR-02F,8/13/2019,2:00:00 PM,mg/L,2.7,0.3,DHEC
CW-207B-F,10/8/2019,10:19:00 AM,mg/L,3.1,0.3,DHEC
RS-19476,8/20/2019,10:30:00 AM,mg/L,8.2,0.3,DHEC
LCR-04,8/20/2019,10:46:00 AM,mg/L,3,0.3,DHEC
CW-057,10/1/2019,9:55:00 AM,mg/L,3.2,0.3,DHEC
CL-089F,10/23/2019,9:57:00 AM,mg/L,2.9,0.3,DHEC
RS-19476,8/6/2019,11:05:00 AM,mg/L,4.8,0.3,DHEC
CW-207B-F,8/27/2019,10:21:00 AM,mg/L,2.7,0.3,DHEC
LCR-04,10/1/2019,10:56:00 AM,mg/L,3.4,0.3,DHEC
LCR-02,6/18/2019,2:20:00 PM,mg/L,2.3,0.3,DHEC
LCR-04F,9/17/2019,11:48:00 AM,mg/L,2.9,0.3,DHEC
LCR-02F,7/15/2019,1:40:00 PM,mg/L,2.9,0.3,DHEC
LCR-04F,6/11/2019,1:34:00 PM,mg/L,1.9,0.3,DHEC
CW-057F,7/9/2019,10:37:00 AM,mg/L,2.4,0.3,DHEC
LCR-05,10/15/2019,10:01:00 AM,mg/L,3.2,0.3,DHEC
CW-057,7/25/2019,10:07:00 AM,mg/L,2.8,0.3,DHEC
CW-207B-F,8/13/2019,12:19:00 PM,mg/L,3.1,0.3,DHEC
CW-057,8/6/2019,10:44:00 AM,mg/L,2.7,0.3,DHEC
CW-057F,9/3/2019,10:03:00 AM,mg/L,2.8,0.3,DHEC
CW-057,10/1/2019,9:28:00 AM,mg/L,3.5,0.3,DHEC
CW-057,6/25/2019,11:07:00 AM,mg/L,2.2,0.3,DHEC
CL-089,10/8/2019,9:54:00 AM,mg/L,3,0.3,DHEC
CW-057F,8/6/2019,10:24:00 AM,mg/L,2.6,0.3,DHEC
CL-089,10/23/2019,9:35:00 AM,mg/L,3,0.3,DHEC
LCR-04F,9/17/2019,12:01:00 PM,mg/L,3,0.3,DHEC
LCR-03F,10/23/2019,1:13:00 PM,mg/L,2.9,0.3,DHEC
LCR-01F,7/25/2019,1:20:00 PM,mg/L,3.2,0.3,DHEC
CW-208,7/30/2019,3:21:00 PM,mg/L,3,0.3,DHEC
LCR-03,8/13/2019,2:55:00 PM,mg/L,3.2,0.3,DHEC
CW-057F,10/1/2019,9:28:00 AM,mg/L,3.5,0.3,DHEC
LCR-02,10/23/2019,11:55:00 AM,mg/L,3.3,0.3,DHEC
CW-207B,8/27/2019,10:28:00 AM,mg/L,2.8,0.3,DHEC
CW-057,10/15/2019,9:02:00 AM,mg/L,3.2,0.3,DHEC
LCT-02F,7/9/2019,10:40:00 AM,mg/L,2,0.3,DHEC
CW-207B-F,9/24/2019,10:45:00 AM,mg/L,3.2,0.3,DHEC
LCR-03F,6/18/2019,4:37:00 PM,mg/L,2.6,0.3,DHEC
CW-057F,10/15/2019,9:27:00 AM,mg/L,3.2,0.3,DHEC
CW-207B,9/24/2019,11:14:00 AM,mg/L,3.4,0.3,DHEC
CL-089,7/15/2019,10:18:00 AM,mg/L,2.2,0.3,DHEC
LCT-02,8/20/2019,11:07:00 AM,mg/L,2.4,0.3,DHEC
CW-057F,8/6/2019,10:06:00 AM,mg/L,2.8,0.3,DHEC
CW-057,7/9/2019,10:24:00 AM,mg/L,2.5,0.3,DHEC
CW-207B-F,6/18/2019,12:05:00 PM,mg/L,2.2,0.3,DHEC
LCR-02,8/27/2019,11:36:00 AM,mg/L,3.2,0.3,DHEC
CW-208,8/27/2019,1:22:00 PM,mg/L,3.2,0.3,DHEC
CW-208F,10/23/2019,2:28:00 PM,mg/L,3,0.3,DHEC
CL-089F,10/8/2019,9:20:00 AM,mg/L,2.9,0.3,DHEC
LCT-02,10/29/2019,11:05:00 AM,mg/L,3.4,0.3,DHEC
LCR-03F,10/8/2019,1:47:00 PM,mg/L,3.1,0.3,DHEC
RS-17340F,8/20/2019,9:20:00 AM,mg/L,4.7,0.3,DHEC
LCR-03F,8/13/2019,2:55:00 PM,mg/L,3.1,0.3,DHEC
LCT-03,8/6/2019,8:50:00 AM,mg/L,4.1,0.3,DHEC
LCR-03,7/15/2019,2:39:00 PM,mg/L,2.7,0.3,DHEC
CL-089F,10/8/2019,9:54:00 AM,mg/L,3,0.3,DHEC
LCR-04,9/17/2019,11:48:00 AM,mg/L,3.1,0.3,DHEC
LWT-01,11/13/2019,10:07:00 AM,mg/L,2,0.3,DHEC
CL-089F,6/18/2019,11:12:00 AM,mg/L,2.3,0.3,DHEC
RS-19476F,8/6/2019,11:05:00 AM,mg/L,5.1,0.3,DHEC
RS-17340F,5/14/2019,10:15:00 AM,mg/L,7.2,0.3,DHEC
CW-207B,6/18/2019,12:05:00 PM,mg/L,2.5,0.3,DHEC
CL-089F,8/27/2019,9:30:00 AM,mg/L,2.6,0.3,DHEC
CW-057,9/3/2019,9:54:00 AM,mg/L,2.8,0.3,DHEC
CW-208,8/13/2019,3:58:00 PM,mg/L,3.5,0.3,DHEC
CL-089,9/24/2019,9:45:00 AM,mg/L,3.1,0.3,DHEC
CW-057F,10/15/2019,9:18:00 AM,mg/L,3.3,0.3,DHEC
LCR-02F,7/30/2019,1:15:00 PM,mg/L,3.1,0.3,DHEC
CW-057F,10/1/2019,9:43:00 AM,mg/L,3.1,0.3,DHEC
CL-089F,8/13/2019,10:32:00 AM,mg/L,2.7,0.3,DHEC
LCR-04F,6/11/2019,1:21:00 PM,mg/L,2,0.3,DHEC
CW-207B,10/8/2019,10:40:00 AM,mg/L,3.2,0.3,DHEC
CL-089,7/30/2019,9:54:00 AM,mg/L,2.6,0.3,DHEC
CL-089F,6/18/2019,10:22:00 AM,mg/L,2.3,0.3,DHEC
LCR-03,8/13/2019,2:43:00 PM,mg/L,3.2,0.3,DHEC
LCR-01F,9/3/2019,11:55:00 AM,mg/L,3.2,0.3,DHEC
LCR-04,10/29/2019,10:12:00 AM,mg/L,3.3,0.3,DHEC
CW-207B-F,8/13/2019,11:37:00 AM,mg/L,3.2,0.3,DHEC
CW-208F,8/27/2019,1:13:00 PM,mg/L,2.8,0.3,DHEC
CW-057F,10/29/2019,9:30:00 AM,mg/L,3.4,0.3,DHEC
LCR-04F,7/25/2019,12:30:00 PM,mg/L,2.8,0.3,DHEC
LCR-02F,10/23/2019,12:03:00 PM,mg/L,3.4,0.3,DHEC
LWT-01,7/25/2019,9:55:00 AM,mg/L,1.8,0.3,DHEC
LCT-03F,10/15/2019,8:35:00 AM,mg/L,4.3,0.3,DHEC
LCR-02F,10/8/2019,11:34:00 AM,mg/L,3.2,0.3,DHEC
CW-207B-F,10/8/2019,10:47:00 AM,mg/L,3.1,0.3,DHEC
LWT-01,9/17/2019,10:20:00 AM,mg/L,2.2,0.3,DHEC
CW-057,10/15/2019,9:18:00 AM,mg/L,3.4,0.3,DHEC
LCR-01F,6/25/2019,2:00:00 PM,mg/L,2.3,0.3,DHEC
LCR-02F,8/13/2019,1:19:00 PM,mg/L,2.7,0.3,DHEC
CW-014,9/17/2019,12:00:00 PM,mg/L,2.1,0.3,DHEC
LCR-02F,6/18/2019,3:01:00 PM,mg/L,2.3,0.3,DHEC
LCT-02F,5/14/2019,11:25:00 AM,mg/L,3.2,0.3,DHEC
LCR-02,10/8/2019,11:54:00 AM,mg/L,3.1,0.3,DHEC
CL-089F,10/23/2019,9:46:00 AM,mg/L,2.8,0.3,DHEC
LCR-02,7/15/2019,1:29:00 PM,mg/L,3,0.3,DHEC
LCT-02,9/4/2019,11:20:00 AM,mg/L,2.2,0.3,DHEC
LCR-02,7/30/2019,12:52:00 PM,mg/L,3,0.3,DHEC
CW-207B,7/15/2019,11:53:00 AM,mg/L,2.5,0.3,DHEC
CW-057F,7/25/2019,10:24:00 AM,mg/L,2.8,0.3,DHEC
LCT-03,10/15/2019,8:35:00 AM,mg/L,4.4,0.3,DHEC
RS-19476F,10/29/2019,11:46:00 AM,mg/L,5.6,0.3,DHEC
CW-208,7/30/2019,2:58:00 PM,mg/L,4.3,0.3,DHEC
CW-057F,9/3/2019,10:10:00 AM,mg/L,3,0.3,DHEC
CW-208F,9/24/2019,2:30:00 PM,mg/L,3.2,0.3,DHEC
CW-057F,10/29/2019,9:18:00 AM,mg/L,3.4,0.3,DHEC
LCR-03,10/8/2019,1:55:00 PM,mg/L,3.2,0.3,DHEC
CW-014F,10/29/2019,12:45:00 PM,mg/L,1.9,0.3,DHEC
LCR-04F,7/9/2019,12:25:00 PM,mg/L,2.4,0.3,DHEC
CW-207B,7/15/2019,11:43:00 AM,mg/L,2.6,0.3,DHEC
CW-057,8/6/2019,10:24:00 AM,mg/L,2.6,0.3,DHEC
CW-207B,8/13/2019,11:56:00 AM,mg/L,3,0.3,DHEC
LCR-04F,10/15/2019,10:14:00 AM,mg/L,3.1,0.3,DHEC
CW-057,7/25/2019,10:34:00 AM,mg/L,2.8,0.3,DHEC
LCT-02F,10/15/2019,11:05:00 AM,mg/L,3.5,0.3,DHEC
CW-208,8/13/2019,4:26:00 PM,mg/L,3.2,0.3,DHEC
LCR-04F,7/25/2019,12:38:00 PM,mg/L,2.8,0.3,DHEC
CW-208,7/30/2019,3:12:00 PM,mg/L,3,0.3,DHEC
CW-207B,10/8/2019,10:47:00 AM,mg/L,3.1,0.3,DHEC
LCR-02,9/24/2019,11:59:00 AM,mg/L,3.1,0.3,DHEC
LCR-05F,9/17/2019,10:58:00 AM,mg/L,3.1,0.3,DHEC
CL-089F,10/23/2019,9:19:00 AM,mg/L,2.9,0.3,DHEC
