StationID,ActivityStartDate,ActivityStartTime/Time,NitrateNitrite_units,NitrateNitrite,Depth_m,Source
LCR-03F,8/13/2019,2:43:00 PM,mg/L,0.2,0.3,DHEC
LCR-05F,9/17/2019,10:58:00 AM,mg/L,0.74,0.3,DHEC
LCR-02,10/8/2019,11:46:00 AM,mg/L,0.81,0.3,DHEC
CW-252,5/15/2019,2:27:00 PM,mg/L,0.16,0.3,DHEC
LCR-05F,10/1/2019,10:39:00 AM,mg/L,0.56,0.3,DHEC
CW-036,1/2/2019,1:06:00 PM,mg/L,4.9,0.3,DHEC
CW-174,3/27/2019,10:22:00 AM,mg/L,0.61,0.3,DHEC
CW-057,10/22/2019,2:18:00 PM,mg/L,1.1,0.3,DHEC
RL-19149,12/10/2019,3:05:00 PM,mg/L,0.53,0.3,DHEC
CW-207,3/21/2019,11:42:00 AM,mg/L,0.57,0.3,DHEC
CL-089F,7/30/2019,9:38:00 AM,mg/L,0.29,0.3,DHEC
CW-029,9/16/2019,10:09:00 AM,mg/L,0.02,0.3,DHEC
CW-041,12/9/2019,10:16:00 AM,mg/L,0.86,0.3,DHEC
CL-089,12/16/2019,10:26:00 AM,mg/L,0.64,0.3,DHEC
CW-057,10/29/2019,9:30:00 AM,mg/L,1.2,0.3,DHEC
LCR-04F,8/20/2019,10:55:00 AM,mg/L,0.64,0.3,DHEC
CW-019,10/24/2019,9:56:00 AM,mg/L,0.17,0.3,DHEC
LCR-03F,7/15/2019,2:39:00 PM,mg/L,0.51,0.3,DHEC
RL-19254,9/17/2019,10:59:00 AM,mg/L,0.63,0.3,DHEC
RS-17340F,5/14/2019,10:15:00 AM,mg/L,0.16,0.3,DHEC
LCT-03F,9/4/2019,10:05:00 AM,mg/L,0.02,0.3,DHEC
CW-231,7/2/2019,9:37:00 AM,mg/L,0.64,0.3,DHEC
CW-036,2/12/2019,11:25:00 AM,mg/L,6.6,0.3,DHEC
LCR-04F,10/1/2019,10:56:00 AM,mg/L,0.74,0.3,DHEC
CW-083,10/16/2019,11:49:00 AM,mg/L,3.3,0.3,DHEC
CW-016F,9/17/2019,1:25:00 PM,mg/L,0.84,0.3,DHEC
CW-041,4/10/2019,10:10:00 AM,mg/L,0.38,0.3,DHEC
CW-057,8/20/2019,9:52:00 AM,mg/L,0.74,0.3,DHEC
RS-17352,12/9/2019,1:14:00 PM,mg/L,0.072,0.3,DHEC
CW-057,7/9/2019,10:03:00 AM,mg/L,0.54,0.3,DHEC
CW-208,6/18/2019,6:05:00 PM,mg/L,0.34,0.3,DHEC
LCR-04,9/17/2019,11:48:00 AM,mg/L,0.95,0.3,DHEC
CW-017,3/6/2019,1:07:00 PM,mg/L,0.24,0.3,DHEC
LCR-02,10/8/2019,11:34:00 AM,mg/L,0.82,0.3,DHEC
CW-057F,9/17/2019,9:59:00 AM,mg/L,0.83,0.3,DHEC
LWT-01,8/22/2019,10:05:00 AM,mg/L,0.11,0.3,DHEC
LCR-02F,10/8/2019,11:34:00 AM,mg/L,0.84,0.3,DHEC
LWT-01,10/1/2019,10:15:00 AM,mg/L,0.087,0.3,DHEC
CW-208F,8/27/2019,1:22:00 PM,mg/L,0.31,0.3,DHEC
CW-208,10/8/2019,1:16:00 PM,mg/L,0.11,0.3,DHEC
CL-089F,10/23/2019,9:19:00 AM,mg/L,0.15,0.3,DHEC
CW-057,10/29/2019,9:18:00 AM,mg/L,1,0.3,DHEC
LCR-02F,7/15/2019,1:19:00 PM,mg/L,0.81,0.3,DHEC
LCR-04,7/9/2019,12:25:00 PM,mg/L,0.64,0.3,DHEC
LCR-03,10/23/2019,1:33:00 PM,mg/L,0.63,0.3,DHEC
LCR-01F,7/9/2019,12:42:00 PM,mg/L,0.72,0.3,DHEC
RS-19476,4/24/2019,1:18:00 PM,mg/L,0.34,0.3,DHEC
CW-083,11/6/2019,11:02:00 AM,mg/L,3.1,0.3,DHEC
LCR-02F,10/23/2019,11:44:00 AM,mg/L,1.1,0.3,DHEC
CL-089F,9/24/2019,10:18:00 AM,mg/L,0.28,0.3,DHEC
LCR-04,9/3/2019,11:22:00 AM,mg/L,0.63,0.3,DHEC
LWT-01,10/29/2019,10:10:00 AM,mg/L,0.14,0.3,DHEC
LCT-02,10/29/2019,11:05:00 AM,mg/L,0.096,0.3,DHEC
CW-057F,10/1/2019,9:55:00 AM,mg/L,0.88,0.3,DHEC
CW-041,2/12/2019,9:29:00 AM,mg/L,1,0.3,DHEC
CW-041,1/2/2019,11:08:00 AM,mg/L,0.56,0.3,DHEC
CL-089,7/15/2019,10:18:00 AM,mg/L,0.34,0.3,DHEC
CL-089,7/30/2019,10:05:00 AM,mg/L,0.27,0.3,DHEC
RS-19476,5/14/2019,11:30:00 AM,mg/L,0.73,0.3,DHEC
CW-207B,10/23/2019,10:40:00 AM,mg/L,0.23,0.3,DHEC
RL-19149,9/17/2019,11:10:00 AM,mg/L,0.61,0.3,DHEC
CW-208,9/24/2019,2:38:00 PM,mg/L,0.042,0.3,DHEC
CW-208F,9/24/2019,2:17:00 PM,mg/L,0.02,0.3,DHEC
CW-207B-F,9/24/2019,11:14:00 AM,mg/L,0.02,0.3,DHEC
RL-19166,7/30/2019,12:57:00 PM,mg/L,0.02,0.3,DHEC
LCR-05,6/11/2019,12:32:00 PM,mg/L,0.34,0.3,DHEC
CW-069,5/29/2019,12:00:00 AM,mg/L,0.073,0.3,DHEC
LCR-01,10/1/2019,12:03:00 PM,mg/L,1,0.3,DHEC
CW-207B-F,7/15/2019,11:53:00 AM,mg/L,0.28,0.3,DHEC
RS-17352,1/2/2019,1:30:00 PM,mg/L,0.28,0.3,DHEC
LCR-04F,7/25/2019,12:30:00 PM,mg/L,0.72,0.3,DHEC
CW-040,7/30/2019,2:04:00 PM,mg/L,0.02,0.3,DHEC
CW-208F,10/8/2019,1:21:00 PM,mg/L,0.15,0.3,DHEC
CW-207B,8/13/2019,11:37:00 AM,mg/L,0.037,0.3,DHEC
LCR-03,7/15/2019,2:39:00 PM,mg/L,0.5,0.3,DHEC
LCR-01F,10/15/2019,10:49:00 AM,mg/L,1.1,0.3,DHEC
LCR-05F,8/6/2019,11:52:00 AM,mg/L,0.5,0.3,DHEC
RS-19476F,9/4/2019,12:30:00 PM,mg/L,0.31,0.3,DHEC
CW-017,10/16/2019,1:10:00 PM,mg/L,0.02,0.3,DHEC
RS-19476,8/20/2019,10:30:00 AM,mg/L,0.047,0.3,DHEC
LCR-04,6/11/2019,1:34:00 PM,mg/L,0.27,0.3,DHEC
LWT-01F,12/4/2019,9:30:00 AM,mg/L,0.22,0.3,DHEC
RL-19258,2/21/2019,10:08:00 AM,mg/L,0.53,0.3,DHEC
LCR-02,9/24/2019,11:59:00 AM,mg/L,0.82,0.3,DHEC
LCR-04F,9/3/2019,11:02:00 AM,mg/L,0.62,0.3,DHEC
RS-19476,11/19/2019,1:45:00 PM,mg/L,0.69,0.3,DHEC
CW-233,8/13/2019,2:31:00 PM,mg/L,0.092,0.3,DHEC
LCR-04F,10/15/2019,10:14:00 AM,mg/L,0.94,0.3,DHEC
CW-057,12/10/2019,11:20:00 AM,mg/L,0.58,0.3,DHEC
CW-014,9/17/2019,12:00:00 PM,mg/L,0.062,0.3,DHEC
CW-057,10/1/2019,9:55:00 AM,mg/L,0.88,0.3,DHEC
CW-016F,5/8/2019,2:47:00 PM,mg/L,0.61,0.3,DHEC
CL-089,7/15/2019,10:54:00 AM,mg/L,0.031,0.3,DHEC
CW-016,10/22/2019,1:39:00 PM,mg/L,0.7,0.3,DHEC
CW-072,6/3/2019,1:51:00 PM,mg/L,0.02,0.3,DHEC
CL-089,5/15/2019,11:08:00 AM,mg/L,0.42,0.3,DHEC
RS-19476F,10/29/2019,11:09:00 AM,mg/L,0.42,0.3,DHEC
CL-089,9/24/2019,10:00:00 AM,mg/L,0.24,0.3,DHEC
CW-014,10/15/2019,11:15:00 AM,mg/L,0.066,0.3,DHEC
CW-057,8/20/2019,9:20:00 AM,mg/L,0.74,0.3,DHEC
CW-014,6/4/2019,12:21:00 PM,mg/L,0.22,0.3,DHEC
CW-208,9/24/2019,2:30:00 PM,mg/L,0.022,0.3,DHEC
CW-207B-F,7/15/2019,11:31:00 AM,mg/L,0.33,0.3,DHEC
LCR-01,10/15/2019,10:49:00 AM,mg/L,1.1,0.3,DHEC
LCR-04F,7/9/2019,12:15:00 PM,mg/L,0.56,0.3,DHEC
CW-231,9/17/2019,9:36:00 AM,mg/L,0.82,0.3,DHEC
LCR-05F,9/3/2019,10:47:00 AM,mg/L,0.55,0.3,DHEC
CW-041,10/16/2019,12:10:00 PM,mg/L,1.3,0.3,DHEC
CW-057F,9/3/2019,9:54:00 AM,mg/L,0.65,0.3,DHEC
RL-19254,5/8/2019,11:07:00 AM,mg/L,0.55,0.3,DHEC
CW-014,11/6/2019,11:58:00 AM,mg/L,0.12,0.3,DHEC
CW-208,8/27/2019,1:03:00 PM,mg/L,0.29,0.3,DHEC
LCR-02F,8/27/2019,11:14:00 AM,mg/L,0.95,0.3,DHEC
CW-057F,8/6/2019,10:06:00 AM,mg/L,0.56,0.3,DHEC
LCR-04F,10/15/2019,10:29:00 AM,mg/L,0.95,0.3,DHEC
LCR-02F,8/13/2019,1:19:00 PM,mg/L,0.49,0.3,DHEC
LCR-04F,10/15/2019,10:36:00 AM,mg/L,0.93,0.3,DHEC
CW-174,9/17/2019,10:28:00 AM,mg/L,0.83,0.3,DHEC
CW-207B,10/8/2019,10:40:00 AM,mg/L,0.22,0.3,DHEC
RL-19166,12/16/2019,12:26:00 PM,mg/L,0.29,0.3,DHEC
CW-014F,7/9/2019,1:15:00 PM,mg/L,0.27,0.3,DHEC
LCT-03F,7/9/2019,8:40:00 AM,mg/L,0.1,0.3,DHEC
CW-057,10/1/2019,9:28:00 AM,mg/L,0.75,0.3,DHEC
CW-040,6/3/2019,2:31:00 PM,mg/L,0.02,0.3,DHEC
LCT-02,10/15/2019,11:05:00 AM,mg/L,0.093,0.3,DHEC
CW-036,11/6/2019,12:38:00 PM,mg/L,11,0.3,DHEC
LCR-02,10/8/2019,11:54:00 AM,mg/L,0.82,0.3,DHEC
CW-072,1/10/2019,1:21:00 PM,mg/L,0.038,0.3,DHEC
RL-19166,4/10/2019,12:30:00 PM,mg/L,0.22,0.3,DHEC
CW-208,8/13/2019,4:26:00 PM,mg/L,0.11,0.3,DHEC
CW-252,2/6/2019,2:31:00 PM,mg/L,0.049,0.3,DHEC
CW-057,9/17/2019,10:15:00 AM,mg/L,0.88,0.3,DHEC
CW-057F,8/20/2019,10:01:00 AM,mg/L,0.76,0.3,DHEC
LCR-05F,9/3/2019,10:34:00 AM,mg/L,0.54,0.3,DHEC
CW-014,9/19/2019,12:23:00 PM,mg/L,0.078,0.3,DHEC
LCR-04F,6/25/2019,1:11:00 PM,mg/L,0.61,0.3,DHEC
RL-19254,11/6/2019,10:40:00 AM,mg/L,0.75,0.3,DHEC
LCT-03F,8/20/2019,8:40:00 AM,mg/L,0.02,0.3,DHEC
LCR-03F,10/23/2019,1:24:00 PM,mg/L,0.7,0.3,DHEC
CW-207,5/15/2019,12:07:00 PM,mg/L,0.49,0.3,DHEC
CW-017,7/2/2019,8:54:00 AM,mg/L,0.02,0.3,DHEC
LCR-03,9/24/2019,1:23:00 PM,mg/L,0.22,0.3,DHEC
CW-251,3/21/2019,1:38:00 PM,mg/L,0.02,0.3,DHEC
LCR-02F,7/30/2019,12:52:00 PM,mg/L,0.74,0.3,DHEC
CW-207B,9/24/2019,11:14:00 AM,mg/L,0.02,0.3,DHEC
LCR-04F,6/25/2019,12:50:00 PM,mg/L,0.39,0.3,DHEC
CL-089F,10/23/2019,9:35:00 AM,mg/L,0.15,0.3,DHEC
LCR-03,7/30/2019,2:07:00 PM,mg/L,0.16,0.3,DHEC
RL-19149,5/8/2019,10:50:00 AM,mg/L,0.56,0.3,DHEC
CW-208,7/15/2019,3:51:00 PM,mg/L,0.23,0.3,DHEC
CW-072,12/16/2019,1:00:00 PM,mg/L,0.086,0.3,DHEC
CW-057,10/29/2019,9:47:00 AM,mg/L,1,0.3,DHEC
CW-057F,6/25/2019,11:07:00 AM,mg/L,0.56,0.3,DHEC
CW-036,8/1/2019,12:36:00 PM,mg/L,5.3,0.3,DHEC
LWT-01F,12/19/2019,10:00:00 AM,mg/L,0.29,0.3,DHEC
CW-029,10/15/2019,9:12:00 AM,mg/L,0.02,0.3,DHEC
LCR-03,7/30/2019,1:43:00 PM,mg/L,0.071,0.3,DHEC
CW-233,4/18/2019,2:11:00 PM,mg/L,0.29,0.3,DHEC
CW-174,5/8/2019,10:19:00 AM,mg/L,0.73,0.3,DHEC
LCR-02F,7/15/2019,1:08:00 PM,mg/L,0.83,0.3,DHEC
CW-236,5/16/2019,2:27:00 PM,mg/L,0.17,0.3,DHEC
CW-016F,4/9/2019,2:00:00 PM,mg/L,0.84,0.3,DHEC
CW-207B,7/15/2019,12:05:00 PM,mg/L,0.3,0.3,DHEC
LCT-02F,7/25/2019,10:55:00 AM,mg/L,0.32,0.3,DHEC
LCR-02,8/13/2019,2:00:00 PM,mg/L,0.46,0.3,DHEC
CW-083,4/10/2019,10:44:00 AM,mg/L,0.22,0.3,DHEC
LCR-02F,6/18/2019,3:01:00 PM,mg/L,0.56,0.3,DHEC
LCR-05,7/9/2019,11:47:00 AM,mg/L,0.48,0.3,DHEC
CW-014,7/2/2019,11:20:00 AM,mg/L,0.24,0.3,DHEC
CL-089,8/13/2019,11:02:00 AM,mg/L,0.12,0.3,DHEC
LCT-03F,9/17/2019,8:45:00 AM,mg/L,0.11,0.3,DHEC
LCR-03F,10/23/2019,1:13:00 PM,mg/L,0.61,0.3,DHEC
CW-208,8/13/2019,3:58:00 PM,mg/L,0.02,0.3,DHEC
CW-057,7/25/2019,10:24:00 AM,mg/L,0.71,0.3,DHEC
CW-057F,6/11/2019,11:30:00 AM,mg/L,0.37,0.3,DHEC
CW-236,7/11/2019,2:49:00 PM,mg/L,0.12,0.3,DHEC
CW-207B,10/8/2019,10:47:00 AM,mg/L,0.22,0.3,DHEC
CW-208F,10/8/2019,1:03:00 PM,mg/L,0.15,0.3,DHEC
CL-089F,8/13/2019,10:12:00 AM,mg/L,0.04,0.3,DHEC
LCR-04F,9/17/2019,12:12:00 PM,mg/L,0.86,0.3,DHEC
CW-207B,7/30/2019,10:44:00 AM,mg/L,0.064,0.3,DHEC
CL-089F,6/18/2019,11:12:00 AM,mg/L,0.29,0.3,DHEC
CW-174,6/5/2019,10:01:00 AM,mg/L,0.77,0.3,DHEC
LCR-03F,8/13/2019,2:55:00 PM,mg/L,0.2,0.3,DHEC
LCT-02F,10/29/2019,11:05:00 AM,mg/L,0.11,0.3,DHEC
LCR-03,6/18/2019,4:37:00 PM,mg/L,0.24,0.3,DHEC
LCR-02,6/18/2019,3:13:00 PM,mg/L,0.54,0.3,DHEC
CW-016,12/10/2019,10:45:00 AM,mg/L,0.66,0.3,DHEC
CW-057F,7/25/2019,10:07:00 AM,mg/L,0.69,0.3,DHEC
LCR-04,10/1/2019,11:11:00 AM,mg/L,0.71,0.3,DHEC
RL-19149,2/28/2019,9:55:00 AM,mg/L,0.56,0.3,DHEC
CW-207B-F,8/13/2019,12:19:00 PM,mg/L,0.088,0.3,DHEC
CW-207B,7/15/2019,11:53:00 AM,mg/L,0.27,0.3,DHEC
CW-057F,7/25/2019,10:24:00 AM,mg/L,0.74,0.3,DHEC
CW-207,2/6/2019,12:06:00 PM,mg/L,0.72,0.3,DHEC
CL-089,10/23/2019,9:35:00 AM,mg/L,0.14,0.3,DHEC
LCR-04,10/1/2019,10:56:00 AM,mg/L,0.73,0.3,DHEC
CW-208F,9/24/2019,2:38:00 PM,mg/L,0.02,0.3,DHEC
LCR-05,9/17/2019,10:58:00 AM,mg/L,0.73,0.3,DHEC
CW-057,10/15/2019,9:27:00 AM,mg/L,0.97,0.3,DHEC
CL-089F,8/27/2019,8:57:00 AM,mg/L,0.19,0.3,DHEC
CW-057,8/29/2019,12:08:00 PM,mg/L,0.47,0.3,DHEC
LCR-04F,10/29/2019,10:12:00 AM,mg/L,1,0.3,DHEC
LCR-03F,6/18/2019,5:12:00 PM,mg/L,0.34,0.3,DHEC
LCR-04,7/9/2019,12:15:00 PM,mg/L,0.48,0.3,DHEC
CW-208F,8/13/2019,3:58:00 PM,mg/L,0.02,0.3,DHEC
CW-040,8/8/2019,2:28:00 PM,mg/L,0.02,0.3,DHEC
LWT-01F,5/14/2019,10:25:00 AM,mg/L,0.34,0.3,DHEC
CW-014,8/6/2019,12:20:00 PM,mg/L,0.19,0.3,DHEC
CW-207,7/30/2019,11:58:00 AM,mg/L,0.05,0.3,DHEC
CW-207B-F,7/30/2019,11:00:00 AM,mg/L,0.12,0.3,DHEC
LCR-04F,8/20/2019,10:46:00 AM,mg/L,0.69,0.3,DHEC
LCR-02F,7/15/2019,1:29:00 PM,mg/L,0.82,0.3,DHEC
LCR-02F,10/23/2019,11:55:00 AM,mg/L,1,0.3,DHEC
CW-231,11/6/2019,9:17:00 AM,mg/L,0.87,0.3,DHEC
CW-207B-F,7/30/2019,10:44:00 AM,mg/L,0.071,0.3,DHEC
CW-207,9/9/2019,11:31:00 AM,mg/L,0.083,0.3,DHEC
CW-057,7/25/2019,10:34:00 AM,mg/L,0.67,0.3,DHEC
LCT-02F,7/9/2019,10:40:00 AM,mg/L,0.47,0.3,DHEC
CW-206,6/11/2019,10:12:00 AM,mg/L,0.25,0.3,DHEC
CW-016,8/29/2019,11:20:00 AM,mg/L,1.1,0.3,DHEC
LCR-04F,10/1/2019,11:11:00 AM,mg/L,0.76,0.3,DHEC
CW-057F,10/29/2019,9:47:00 AM,mg/L,1,0.3,DHEC
LCR-03,8/27/2019,12:48:00 PM,mg/L,0.73,0.3,DHEC
CW-029,6/11/2019,9:46:00 AM,mg/L,0.02,0.3,DHEC
CW-036,10/16/2019,11:09:00 AM,mg/L,9.7,0.3,DHEC
CW-207B-F,10/8/2019,10:47:00 AM,mg/L,0.23,0.3,DHEC
LWT-01,11/21/2019,10:30:00 AM,mg/L,0.2,0.3,DHEC
LCR-05F,10/1/2019,10:26:00 AM,mg/L,0.64,0.3,DHEC
CW-029,11/25/2019,9:55:00 AM,mg/L,0.051,0.3,DHEC
CW-057F,9/17/2019,10:15:00 AM,mg/L,0.97,0.3,DHEC
LCR-05,6/25/2019,12:25:00 PM,mg/L,0.5,0.3,DHEC
CW-208,8/27/2019,1:13:00 PM,mg/L,0.17,0.3,DHEC
LCR-03F,10/8/2019,1:55:00 PM,mg/L,0.32,0.3,DHEC
CW-206,7/9/2019,10:40:00 AM,mg/L,0.33,0.3,DHEC
CW-040,10/15/2019,12:17:00 PM,mg/L,0.02,0.3,DHEC
CW-014,6/11/2019,12:50:00 PM,mg/L,0.25,0.3,DHEC
CW-069,10/29/2019,10:10:00 AM,mg/L,0.02,0.3,DHEC
LCR-03F,9/24/2019,1:23:00 PM,mg/L,0.25,0.3,DHEC
LCR-04,6/11/2019,1:21:00 PM,mg/L,0.26,0.3,DHEC
LCR-02,10/8/2019,11:59:00 AM,mg/L,0.82,0.3,DHEC
LCR-01,6/11/2019,2:00:00 PM,mg/L,0.28,0.3,DHEC
LWT-01F,8/6/2019,12:40:00 PM,mg/L,0.19,0.3,DHEC
RS-17352,5/7/2019,12:34:00 PM,mg/L,0.29,0.3,DHEC
CW-017,6/4/2019,2:34:00 PM,mg/L,0.066,0.3,DHEC
CW-208F,10/23/2019,2:28:00 PM,mg/L,0.29,0.3,DHEC
LCR-05,8/20/2019,11:24:00 AM,mg/L,0.44,0.3,DHEC
CW-231,12/10/2019,1:57:00 PM,mg/L,0.5,0.3,DHEC
LCR-03F,6/18/2019,4:58:00 PM,mg/L,0.44,0.3,DHEC
LCR-04,8/20/2019,10:32:00 AM,mg/L,0.62,0.3,DHEC
CW-233,7/11/2019,3:25:00 PM,mg/L,0.22,0.3,DHEC
LCT-03,7/25/2019,8:45:00 AM,mg/L,0.028,0.3,DHEC
RS-19476F,10/1/2019,10:45:00 AM,mg/L,0.02,0.3,DHEC
CW-174,8/15/2019,10:06:00 AM,mg/L,0.65,0.3,DHEC
LCR-02F,10/8/2019,11:46:00 AM,mg/L,0.83,0.3,DHEC
CL-089,8/13/2019,10:32:00 AM,mg/L,0.052,0.3,DHEC
LWT-01F,6/20/2019,10:55:00 AM,mg/L,0.33,0.3,DHEC
CW-233,11/7/2019,2:52:00 PM,mg/L,0.59,0.3,DHEC
LCT-02,5/14/2019,11:25:00 AM,mg/L,0.56,0.3,DHEC
RS-19476F,7/25/2019,11:00:00 AM,mg/L,0.42,0.3,DHEC
CW-222,4/22/2019,10:50:00 AM,mg/L,0.47,0.3,DHEC
CW-083,12/9/2019,10:49:00 AM,mg/L,2.6,0.3,DHEC
CW-083,2/12/2019,9:46:00 AM,mg/L,1.1,0.3,DHEC
RS-19476,9/4/2019,12:30:00 PM,mg/L,0.2,0.3,DHEC
LCT-02F,6/11/2019,10:40:00 AM,mg/L,0.47,0.3,DHEC
LCR-03,8/13/2019,2:26:00 PM,mg/L,0.19,0.3,DHEC
CW-207B-F,9/24/2019,11:07:00 AM,mg/L,0.046,0.3,DHEC
LCR-02F,6/18/2019,2:43:00 PM,mg/L,0.57,0.3,DHEC
CW-057F,10/29/2019,9:40:00 AM,mg/L,1,0.3,DHEC
CW-207B-F,8/27/2019,10:10:00 AM,mg/L,0.47,0.3,DHEC
CW-207B,6/18/2019,12:54:00 PM,mg/L,0.31,0.3,DHEC
LCR-03,6/18/2019,5:12:00 PM,mg/L,0.33,0.3,DHEC
RL-19166,9/9/2019,12:16:00 PM,mg/L,0.028,0.3,DHEC
LCR-05F,8/20/2019,11:24:00 AM,mg/L,0.48,0.3,DHEC
CW-207B,7/30/2019,11:09:00 AM,mg/L,0.067,0.3,DHEC
CW-040,2/6/2019,2:58:00 PM,mg/L,0.035,0.3,DHEC
CW-057F,10/1/2019,10:08:00 AM,mg/L,0.74,0.3,DHEC
CW-236,1/7/2019,2:54:00 PM,mg/L,0.1,0.3,DHEC
LCT-03,10/29/2019,9:00:00 AM,mg/L,0.2,0.3,DHEC
LCR-01,6/25/2019,2:00:00 PM,mg/L,0.36,0.3,DHEC
CW-016F,7/2/2019,2:04:00 PM,mg/L,0.93,0.3,DHEC
RL-19258,7/2/2019,12:54:00 PM,mg/L,0.75,0.3,DHEC
LCR-05F,6/25/2019,12:13:00 PM,mg/L,0.29,0.3,DHEC
LWT-01F,9/4/2019,10:10:00 AM,mg/L,0.14,0.3,DHEC
LWT-01,7/9/2019,9:40:00 AM,mg/L,0.22,0.3,DHEC
CW-208F,7/15/2019,3:37:00 PM,mg/L,0.17,0.3,DHEC
LCR-03,9/24/2019,1:13:00 PM,mg/L,0.2,0.3,DHEC
CW-057,10/15/2019,9:18:00 AM,mg/L,1.1,0.3,DHEC
CL-089,2/6/2019,11:02:00 AM,mg/L,0.53,0.3,DHEC
CW-207,12/16/2019,11:22:00 AM,mg/L,0.59,0.3,DHEC
CW-014F,5/14/2019,12:50:00 PM,mg/L,0.34,0.3,DHEC
CW-029,4/30/2019,10:12:00 AM,mg/L,0.32,0.3,DHEC
CW-174,4/9/2019,11:02:00 AM,mg/L,0.65,0.3,DHEC
CW-019,2/6/2019,10:08:00 AM,mg/L,0.45,0.3,DHEC
LCT-02,6/11/2019,10:40:00 AM,mg/L,0.44,0.3,DHEC
RL-19254,12/10/2019,3:16:00 PM,mg/L,0.55,0.3,DHEC
CW-222,7/10/2019,11:03:00 AM,mg/L,0.39,0.3,DHEC
CW-222,11/21/2019,10:58:00 AM,mg/L,0.57,0.3,DHEC
RL-19258,8/29/2019,2:40:00 AM,mg/L,0.58,0.3,DHEC
RL-19254,2/21/2019,1:47:00 PM,mg/L,0.58,0.3,DHEC
CW-057,10/15/2019,9:02:00 AM,mg/L,0.96,0.3,DHEC
LWT-01F,7/25/2019,9:55:00 AM,mg/L,0.15,0.3,DHEC
LCR-03,8/13/2019,2:55:00 PM,mg/L,0.2,0.3,DHEC
CW-251,10/14/2020,11:04:00 AM,mg/L,0.02,0.3,DHEC
RS-20536,9/22/2020,10:42:00 AM,mg/L,0.02,0.3,DHEC
RL-19149,3/25/2020,10:32:00 AM,mg/L,0.78,0.3,DHEC
CW-174,12/2/2020,9:37:00 AM,mg/L,0.54,0.3,DHEC
CW-019,4/9/2020,9:49:00 AM,mg/L,0.55,0.3,DHEC
CW-014,7/8/2020,1:20:00 PM,mg/L,0.24,0.3,DHEC
CL-089,10/27/2020,9:46:00 AM,mg/L,0.24,0.3,DHEC
RL-19149,5/28/2020,11:10:00 AM,mg/L,0.48,0.3,DHEC
LCR-04,12/2/2020,11:35:00 AM,mg/L,0.49,0.3,DHEC
CW-057,11/17/2020,11:51:00 AM,mg/L,0.35,0.3,DHEC
CW-036,8/17/2020,11:54:00 AM,mg/L,3,0.3,DHEC
LCT-03,7/9/2020,10:34:00 AM,mg/L,0.035,0.3,DHEC
CW-222,8/19/2020,10:35:00 AM,mg/L,0.31,0.3,DHEC
CW-231,8/10/2020,12:53:00 PM,mg/L,0.44,0.3,DHEC
LWT-01,6/16/2020,10:20:00 AM,mg/L,0.18,0.3,DHEC
CW-208,8/24/2020,11:48:00 AM,mg/L,0.038,0.3,DHEC
LWT-01,8/11/2020,10:00:00 AM,mg/L,0.14,0.3,DHEC
CW-017,11/16/2020,2:30:00 PM,mg/L,0.11,0.3,DHEC
CW-016F,11/17/2020,11:30:00 AM,mg/L,0.38,0.3,DHEC
RL-19149,4/9/2020,10:45:00 AM,mg/L,0.59,0.3,DHEC
LCT-03,9/22/2020,11:18:00 AM,mg/L,0.022,0.3,DHEC
CW-014,1/7/2020,12:41:00 PM,mg/L,0.34,0.3,DHEC
CW-041,9/29/2020,1:03:00 PM,mg/L,0.66,0.3,DHEC
LCR-03,12/15/2020,11:25:00 AM,mg/L,0.63,0.3,DHEC
CW-236,10/27/2020,12:36:00 PM,mg/L,0.094,0.3,DHEC
CW-019,10/14/2020,9:10:00 AM,mg/L,0.34,0.3,DHEC
RL-02319,3/25/2020,10:07:00 AM,mg/L,0.58,0.3,DHEC
LCT-02,9/29/2020,3:06:00 PM,mg/L,0.45,0.3,DHEC
LCR-02,6/29/2020,12:06:00 PM,mg/L,0.41,0.3,DHEC
LCR-04,10/20/2020,9:08:00 AM,mg/L,0.4,0.3,DHEC
RS-19476,10/27/2020,11:05:00 AM,mg/L,0.14,0.3,DHEC
CW-016,9/8/2020,11:20:00 AM,mg/L,0.65,0.3,DHEC
CW-233,4/8/2020,9:59:00 AM,mg/L,0.063,0.3,DHEC
CW-019,5/26/2020,10:30:00 AM,mg/L,0.34,0.3,DHEC
CW-041,7/8/2020,11:40:00 AM,mg/L,1.5,0.3,DHEC
CW-017,6/3/2020,3:00:00 PM,mg/L,0.15,0.3,DHEC
CW-036,4/14/2020,12:59:00 PM,mg/L,1.7,0.3,DHEC
CW-233,9/21/2020,1:30:00 PM,mg/L,0.34,0.3,DHEC
CW-016,6/25/2020,2:30:00 PM,mg/L,0.59,0.3,DHEC
CW-014,10/28/2020,1:10:00 PM,mg/L,0.18,0.3,DHEC
CW-207B,7/13/2020,10:59:00 AM,mg/L,0.086,0.3,DHEC
CW-233,8/26/2020,10:11:00 AM,mg/L,0.19,0.3,DHEC
CW-207B,3/18/2020,12:50:00 PM,mg/L,0.45,0.3,DHEC
LCR-04,10/12/2020,1:03:00 PM,mg/L,0.55,0.3,DHEC
RS-17340,11/16/2020,12:17:00 PM,mg/L,0.02,0.3,DHEC
CW-072,3/11/2020,1:34:00 PM,mg/L,0.02,0.3,DHEC
RS-17340,1/8/2020,1:30:00 PM,mg/L,0.042,0.3,DHEC
