StationID,ActivityStartDate,ActivityStartTime/Time,Ammonia_units,Ammonia,depth_m,source
CW-016,8/11/2020,11:00:00 AM,mg/L,0.05,0.3,DHEC
CW-016,3/25/2020,1:05:00 PM,mg/L,0.05,0.3,DHEC
CW-208,6/29/2020,11:29:00 AM,mg/L,0.05,0.3,DHEC
CW-231,9/8/2020,1:33:00 PM,mg/L,0.067,0.3,DHEC
CW-207,8/25/2020,11:23:00 AM,mg/L,0.05,0.3,DHEC
CW-057,7/14/2020,10:57:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,6/25/2020,3:08:00 PM,mg/L,0.05,0.3,DHEC
LWT-01,8/11/2020,10:00:00 AM,mg/L,0.14,0.3,DHEC
CW-252,9/22/2020,12:43:00 PM,mg/L,0.05,0.3,DHEC
CW-016F,6/25/2020,2:54:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,5/13/2020,11:56:00 AM,mg/L,0.05,0.3,DHEC
CW-072,2/13/2020,11:10:00 AM,mg/L,0.05,0.3,DHEC
CW-072,8/24/2020,11:55:00 AM,mg/L,0.05,0.3,DHEC
CW-016,9/22/2020,10:40:00 AM,mg/L,0.05,0.3,DHEC
CW-208,9/8/2020,12:28:00 PM,mg/L,0.05,0.3,DHEC
CW-231,7/14/2020,1:05:00 PM,mg/L,0.05,0.3,DHEC
CW-206,12/1/2020,9:51:00 AM,mg/L,0.05,0.3,DHEC
LCR-02,5/12/2020,1:41:00 PM,mg/L,0.05,0.3,DHEC
CW-014,11/5/2020,11:35:00 AM,mg/L,0.05,0.3,DHEC
CW-231,5/12/2020,1:57:00 PM,mg/L,0.05,0.3,DHEC
CW-016,4/9/2020,11:35:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,11/17/2020,11:30:00 AM,mg/L,0.051,0.3,DHEC
CW-083,12/9/2020,1:12:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,4/8/2020,12:12:00 PM,mg/L,0.078,0.3,DHEC
CW-251,9/22/2020,12:18:00 PM,mg/L,0.05,0.3,DHEC
LCT-03,6/30/2020,10:44:00 AM,mg/L,0.068,0.3,DHEC
LCR-04,8/24/2020,9:05:00 AM,mg/L,0.05,0.3,DHEC
CW-231,8/10/2020,12:53:00 PM,mg/L,0.053,0.3,DHEC
CW-207,10/27/2020,11:16:00 AM,mg/L,0.05,0.3,DHEC
CW-057,1/16/2020,1:24:00 PM,mg/L,0.05,0.3,DHEC
LWT-01,7/28/2020,9:50:00 AM,mg/L,0.061,0.3,DHEC
CW-206,4/6/2020,10:31:00 AM,mg/L,0.05,0.3,DHEC
CL-089,10/27/2020,9:46:00 AM,mg/L,0.05,0.3,DHEC
CW-208,8/25/2020,11:51:00 AM,mg/L,0.05,0.3,DHEC
CW-041,10/28/2020,3:06:00 PM,mg/L,0.05,0.3,DHEC
RL-19149,7/14/2020,12:36:00 PM,mg/L,0.05,0.3,DHEC
LCR-02,7/27/2020,1:37:00 PM,mg/L,0.061,0.3,DHEC
CW-057,9/14/2020,12:34:00 PM,mg/L,0.05,0.3,DHEC
CW-057,3/25/2020,1:58:00 PM,mg/L,0.05,0.3,DHEC
CW-083,3/25/2020,1:33:00 PM,mg/L,0.055,0.3,DHEC
LCR-02,9/8/2020,1:03:00 PM,mg/L,0.054,0.3,DHEC
LCR-04,9/22/2020,9:14:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,1/16/2020,1:07:00 PM,mg/L,0.05,0.3,DHEC
RL-20198,10/27/2020,10:09:00 AM,mg/L,0.05,0.3,DHEC
CW-083,9/9/2021,1:03:00 PM,mg/L,0.053,0.3,DHEC
CW-072,7/6/2021,12:10:00 PM,mg/L,0.1,0.3,DHEC
CW-208,4/28/2021,1:08:00 PM,mg/L,0.05,0.3,DHEC
LCR-03,12/7/2021,11:16:00 AM,mg/L,0.05,0.3,DHEC
RS-21053,4/13/2021,11:12:00 AM,mg/L,0.05,0.3,DHEC
CW-033,9/14/2021,12:28:00 PM,mg/L,0.05,0.3,DHEC
CW-057,3/10/2021,1:43:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,7/27/2021,11:51:00 AM,mg/L,0.21,0.3,DHEC
RL-21218,10/14/2021,10:52:00 AM,mg/L,0.05,0.3,DHEC
CW-014,3/4/2021,11:38:00 AM,mg/L,0.05,0.3,DHEC
CW-233,9/14/2021,3:47:00 PM,mg/L,0.3,0.3,DHEC
LWT-01,2/17/2021,1:20:00 PM,mg/L,0.05,0.3,DHEC
CW-231,2/24/2021,11:14:00 AM,mg/L,0.072,0.3,DHEC
RS-21053,3/17/2021,11:05:00 AM,mg/L,0.05,0.3,DHEC
RS-21037,2/24/2021,10:31:00 AM,mg/L,0.05,0.3,DHEC
RS-21037,3/17/2021,10:25:00 AM,mg/L,0.16,0.3,DHEC
CW-019,3/4/2021,9:38:00 AM,mg/L,0.05,0.3,DHEC
CW-072,2/3/2021,11:14:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,11/23/2021,10:52:00 AM,mg/L,0.05,0.3,DHEC
RS-21025,4/12/2021,1:02:00 PM,mg/L,0.05,0.3,DHEC
CL-089,3/9/2021,10:20:00 AM,mg/L,0.05,0.3,DHEC
CW-236,9/14/2021,3:33:00 PM,mg/L,0.05,0.3,DHEC
CW-174,4/19/2021,10:35:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,12/8/2021,11:48:00 AM,mg/L,0.05,0.3,DHEC
CW-208,9/15/2021,12:08:00 PM,mg/L,0.05,0.3,DHEC
RS-21053,11/16/2021,12:25:00 PM,mg/L,0.05,0.3,DHEC
RS-21033,9/2/2021,9:35:00 AM,mg/L,0.11,0.3,DHEC
CW-033,3/10/2021,10:37:00 AM,mg/L,0.05,0.3,DHEC
RL-21210,12/16/2021,1:02:00 PM,mg/L,0.05,0.3,DHEC
CW-207B,2/16/2021,11:57:00 AM,mg/L,0.05,0.3,DHEC
CW-041,9/9/2021,1:38:00 PM,mg/L,0.05,0.3,DHEC
CL-089,10/14/2021,10:25:00 AM,mg/L,0.05,0.3,DHEC
CW-251,12/8/2021,12:37:00 PM,mg/L,0.05,0.3,DHEC
CW-252,4/6/2021,11:47:00 AM,mg/L,0.05,0.3,DHEC
CW-057,11/23/2021,12:22:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,8/23/2021,12:38:00 PM,mg/L,0.091,0.3,DHEC
CW-236,4/13/2021,9:58:00 AM,mg/L,0.11,0.3,DHEC
CW-016F,11/23/2021,11:53:00 AM,mg/L,0.05,0.3,DHEC
RL-21210,2/9/2021,2:22:00 PM,mg/L,0.05,0.3,DHEC
CW-033,4/19/2021,11:00:00 AM,mg/L,0.05,0.3,DHEC
RS-21053,12/2/2021,1:33:00 PM,mg/L,0.05,0.3,DHEC
CW-016,1/21/2021,10:35:00 AM,mg/L,0.05,0.3,DHEC
RS-19476,2/24/2021,11:47:00 AM,mg/L,0.05,0.3,DHEC
CW-207,9/15/2021,11:42:00 AM,mg/L,0.05,0.3,DHEC
CW-016,3/10/2021,12:34:00 PM,mg/L,0.05,0.3,DHEC
CW-072,4/6/2021,11:00:00 AM,mg/L,0.05,0.3,DHEC
RS-21025,2/4/2021,11:24:00 AM,mg/L,0.05,0.3,DHEC
CW-251,4/6/2021,11:30:00 AM,mg/L,0.05,0.3,DHEC
RL-21218,3/9/2021,11:31:00 AM,mg/L,0.05,0.3,DHEC
CW-072,12/8/2021,12:11:00 PM,mg/L,0.11,0.3,DHEC
CW-236,8/23/2021,11:03:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,1/21/2021,11:26:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,12/16/2021,12:38:00 PM,mg/L,0.05,0.3,DHEC
RS-21053,8/23/2021,12:09:00 PM,mg/L,0.05,0.3,DHEC
CW-207,8/4/2021,11:12:00 AM,mg/L,0.051,0.3,DHEC
CW-019,8/17/2021,10:07:00 AM,mg/L,0.056,0.3,DHEC
RS-21033,5/13/2021,9:42:00 AM,mg/L,0.05,0.3,DHEC
CW-207B,4/28/2021,11:41:00 AM,mg/L,0.05,0.3,DHEC
CW-174,2/9/2021,10:35:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,1/21/2021,10:51:00 AM,mg/L,0.05,0.3,DHEC
CW-019,10/20/2021,9:36:00 AM,mg/L,0.065,0.3,DHEC
LCR-02,5/19/2021,12:52:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,1/25/2021,12:50:00 PM,mg/L,0.05,0.3,DHEC
CW-016,11/23/2021,11:42:00 AM,mg/L,0.05,0.3,DHEC
CW-017,2/24/2021,12:51:00 PM,mg/L,0.05,0.3,DHEC
RL-21218,9/15/2021,11:18:00 AM,mg/L,0.05,0.3,DHEC
LCR-02,11/3/2021,11:37:00 AM,mg/L,0.05,0.3,DHEC
RS-19476,11/16/2021,12:56:00 PM,mg/L,0.05,0.3,DHEC
CW-080,12/15/2021,9:48:00 AM,mg/L,0.05,0.3,DHEC
RL-21226,8/24/2021,12:35:00 PM,mg/L,0.05,0.3,DHEC
RS-21053,6/9/2021,11:09:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,7/22/2021,10:30:00 AM,mg/L,0.1,0.3,DHEC
RS-17352,9/9/2021,1:11:00 PM,mg/L,0.05,0.3,DHEC
LCT-02,12/9/2021,2:10:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,10/5/2021,12:15:00 PM,mg/L,0.05,0.3,DHEC
RS-21037,10/5/2021,10:51:00 AM,mg/L,0.05,0.3,DHEC
CW-033,10/14/2021,12:40:00 PM,mg/L,0.05,0.3,DHEC
LWT-01,3/15/2021,10:12:00 AM,mg/L,0.05,0.3,DHEC
CW-083,1/12/2021,9:50:00 AM,mg/L,0.16,0.3,DHEC
CW-233,7/27/2021,10:00:00 AM,mg/L,0.05,0.3,DHEC
CW-014,12/9/2021,1:37:00 PM,mg/L,0.05,0.3,DHEC
RL-21210,9/14/2021,10:18:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,5/13/2021,12:56:00 PM,mg/L,0.05,0.3,DHEC
CW-207,2/16/2021,11:46:00 AM,mg/L,0.05,0.3,DHEC
RS-17352,4/12/2021,11:39:00 AM,mg/L,0.05,0.3,DHEC
LCR-03,3/9/2021,11:49:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,3/4/2021,10:17:00 AM,mg/L,0.05,0.3,DHEC
CL-089,9/15/2021,10:54:00 AM,mg/L,0.05,0.3,DHEC
CW-207B,10/14/2021,11:02:00 AM,mg/L,0.05,0.3,DHEC
CW-036,4/12/2021,11:25:00 AM,mg/L,0.05,0.3,DHEC
CW-233,3/17/2021,9:24:00 AM,mg/L,0.05,0.3,DHEC
CW-083,12/9/2021,11:54:00 AM,mg/L,0.05,0.3,DHEC
RL-21218,8/4/2021,10:55:00 AM,mg/L,0.05,0.3,DHEC
CW-208,8/4/2021,11:29:00 AM,mg/L,0.05,0.3,DHEC
CW-208,11/3/2021,11:19:00 AM,mg/L,0.05,0.3,DHEC
CL-089,5/19/2021,11:03:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,4/6/2021,10:38:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,8/24/2021,12:51:00 PM,mg/L,0.05,0.3,DHEC
RL-21277,6/15/2021,11:40:00 AM,mg/L,0.05,0.3,DHEC
CW-041,7/7/2021,10:16:00 AM,mg/L,0.053,0.3,DHEC
RL-21226,4/19/2021,12:42:00 PM,mg/L,0.05,0.3,DHEC
CW-207B,12/7/2021,10:54:00 AM,mg/L,0.05,0.3,DHEC
RS-21033,7/6/2021,10:17:00 AM,mg/L,0.11,0.3,DHEC
RL-21277,2/9/2021,10:21:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,4/19/2021,12:30:00 PM,mg/L,0.05,0.3,DHEC
LCR-03,10/14/2021,11:24:00 AM,mg/L,0.05,0.3,DHEC
CW-208,5/19/2021,12:15:00 PM,mg/L,0.05,0.3,DHEC
CW-014,2/4/2021,1:02:00 PM,mg/L,0.05,0.3,DHEC
RL-21226,5/13/2021,12:42:00 PM,mg/L,0.05,0.3,DHEC
RL-21277,10/14/2021,12:31:00 PM,mg/L,0.065,0.3,DHEC
LWT-01,4/20/2021,1:55:00 PM,mg/L,0.05,0.3,DHEC
RS-21033,10/20/2021,9:10:00 AM,mg/L,0.05,0.3,DHEC
LWT-01,7/26/2021,1:20:00 PM,mg/L,0.15,0.3,DHEC
RL-21277,4/19/2021,10:48:00 AM,mg/L,0.05,0.3,DHEC
RS-17352,11/23/2021,1:09:00 PM,mg/L,0.05,0.3,DHEC
LCT-03,2/3/2021,10:57:00 AM,mg/L,0.05,0.3,DHEC
RL-21226,6/17/2021,12:08:00 PM,mg/L,0.05,0.3,DHEC
CW-036,11/23/2021,1:41:00 PM,mg/L,0.05,0.3,DHEC
CW-207,11/3/2021,10:45:00 AM,mg/L,0.05,0.3,DHEC
CL-089,11/3/2021,10:18:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,3/4/2021,11:58:00 AM,mg/L,0.05,0.3,DHEC
RS-19476,3/17/2021,11:41:00 AM,mg/L,0.14,0.3,DHEC
CW-016,9/14/2021,9:54:00 AM,mg/L,0.05,0.3,DHEC
RS-21025,6/8/2021,1:10:00 PM,mg/L,0.086,0.3,DHEC
CW-033,2/9/2021,11:03:00 AM,mg/L,0.05,0.3,DHEC
CW-033,7/22/2021,12:43:00 PM,mg/L,0.05,0.3,DHEC
LCR-03,11/3/2021,11:09:00 AM,mg/L,0.05,0.3,DHEC
CW-083,5/4/2021,12:00:00 PM,mg/L,0.05,0.3,DHEC
RL-21226,12/16/2021,12:45:00 PM,mg/L,0.05,0.3,DHEC
CW-231,6/15/2021,10:09:00 AM,mg/L,0.087,0.3,DHEC
RL-21218,11/3/2021,10:33:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,11/23/2021,2:54:00 PM,mg/L,0.05,0.3,DHEC
CW-222,9/29/2021,11:14:00 AM,mg/L,0.05,0.3,DHEC
LCR-03,2/24/2021,10:38:00 AM,mg/L,0.05,0.3,DHEC
LCR-02,9/15/2021,12:26:00 PM,mg/L,0.05,0.3,DHEC
RL-21210,1/21/2021,11:00:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,2/4/2021,1:18:00 PM,mg/L,0.05,0.3,DHEC
RS-21053,5/18/2021,11:28:00 AM,mg/L,0.05,0.3,DHEC
RL-21226,1/21/2021,11:10:00 AM,mg/L,0.05,0.3,DHEC
RS-19476,12/2/2021,2:08:00 PM,mg/L,0.05,0.3,DHEC
CW-251,3/4/2021,10:55:00 AM,mg/L,0.05,0.3,DHEC
CW-014,10/7/2021,10:53:00 AM,mg/L,0.11,0.3,DHEC
CW-083,3/4/2021,9:38:00 AM,mg/L,0.05,0.3,DHEC
CW-236,10/5/2021,10:14:00 AM,mg/L,0.05,0.3,DHEC
CW-072,3/4/2021,10:35:00 AM,mg/L,0.05,0.3,DHEC
CW-233,12/2/2021,11:19:00 AM,mg/L,0.05,0.3,DHEC
CW-041,10/7/2021,12:49:00 PM,mg/L,0.05,0.3,DHEC
CW-222,11/15/2021,11:58:00 AM,mg/L,0.05,0.3,DHEC
CW-041,6/8/2021,12:45:00 PM,mg/L,0.05,0.3,DHEC
CW-017,7/27/2021,9:34:00 AM,mg/L,0.14,0.3,DHEC
CW-207,10/14/2021,11:12:00 AM,mg/L,0.05,0.3,DHEC
CW-019,4/6/2021,9:58:00 AM,mg/L,0.05,0.3,DHEC
CW-236,12/2/2021,11:52:00 AM,mg/L,0.05,0.3,DHEC
CW-080,7/22/2021,10:03:00 AM,mg/L,0.054,0.3,DHEC
CW-014,7/7/2021,12:53:00 PM,mg/L,0.082,0.3,DHEC
LWT-01,9/7/2021,1:33:00 PM,mg/L,0.05,0.3,DHEC
CW-017,1/25/2021,2:20:00 PM,mg/L,0.05,0.3,DHEC
CW-207B,3/9/2021,11:21:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,10/7/2021,10:24:00 AM,mg/L,0.05,0.3,DHEC
RS-17352,10/7/2021,11:48:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,9/9/2021,11:45:00 AM,mg/L,0.31,0.3,DHEC
CW-016,4/19/2021,12:14:00 PM,mg/L,0.05,0.3,DHEC
CW-251,6/7/2021,1:23:00 PM,mg/L,0.05,0.3,DHEC
RS-19476,4/13/2021,11:47:00 AM,mg/L,0.097,0.3,DHEC
CW-206,1/20/2021,10:30:00 AM,mg/L,0.05,0.3,DHEC
RS-21025,3/4/2021,8:48:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,2/9/2021,2:12:00 PM,mg/L,0.05,0.3,DHEC
CW-222,5/18/2021,11:21:00 AM,mg/L,0.05,0.3,DHEC
CW-016F,8/24/2021,12:14:00 PM,mg/L,0.05,0.3,DHEC
LCT-03,7/6/2021,11:38:00 AM,mg/L,0.05,0.3,DHEC
CW-080,8/17/2021,9:52:00 AM,mg/L,0.05,0.3,DHEC
CW-016,7/22/2021,10:14:00 AM,mg/L,0.088,0.3,DHEC
CW-222,10/28/2021,10:51:00 AM,mg/L,0.077,0.3,DHEC
CW-014,4/12/2021,10:55:00 AM,mg/L,0.05,0.3,DHEC
RS-21025,11/23/2021,11:24:00 AM,mg/L,0.05,0.3,DHEC
CW-041,2/4/2021,11:43:00 AM,mg/L,0.05,0.3,DHEC
CW-019,2/3/2021,10:14:00 AM,mg/L,0.052,0.3,DHEC
CW-083,6/8/2021,12:22:00 PM,mg/L,0.066,0.3,DHEC
CW-017,3/17/2021,12:29:00 PM,mg/L,0.065,0.3,DHEC
CW-016,10/18/2021,2:45:00 PM,mg/L,0.05,0.3,DHEC
CW-207,5/19/2021,12:00:00 PM,mg/L,0.05,0.3,DHEC
CW-019,12/8/2021,11:00:00 AM,mg/L,0.05,0.3,DHEC
CW-222,7/29/2021,12:18:00 PM,mg/L,0.05,0.3,DHEC
RS-21025,5/4/2021,12:50:00 PM,mg/L,0.069,0.3,DHEC
CW-036,6/8/2021,10:56:00 AM,mg/L,0.05,0.3,DHEC
RS-21033,3/4/2021,9:12:00 AM,mg/L,0.05,0.3,DHEC
CW-207B,11/3/2021,10:53:00 AM,mg/L,0.05,0.3,DHEC
RL-21218,5/19/2021,11:32:00 AM,mg/L,0.05,0.3,DHEC
RL-21218,4/28/2021,11:52:00 AM,mg/L,0.05,0.3,DHEC
RS-17352,2/4/2021,12:21:00 PM,mg/L,0.05,0.3,DHEC
CW-207,12/7/2021,10:44:00 AM,mg/L,0.05,0.3,DHEC
CW-206,11/1/2021,10:31:00 AM,mg/L,0.05,0.3,DHEC
RL-21210,3/10/2021,1:02:00 PM,mg/L,0.005,0.3,DHEC
CW-041,8/2/2021,12:53:00 PM,mg/L,0.05,0.3,DHEC
CW-251,5/13/2021,11:54:00 AM,mg/L,0.05,0.3,DHEC
RL-21210,4/19/2021,12:35:00 PM,mg/L,0.05,0.3,DHEC
LCR-03,9/15/2021,11:57:00 AM,mg/L,0.05,0.3,DHEC
CW-019,1/14/2021,10:23:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,1/14/2021,11:04:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,6/8/2021,10:10:00 AM,mg/L,0.05,0.3,DHEC
RS-21037,11/16/2021,11:48:00 AM,mg/L,0.05,0.3,DHEC
CW-036,7/7/2021,12:03:00 PM,mg/L,0.05,0.3,DHEC
RL-21226,10/18/2021,3:10:00 PM,mg/L,0.05,0.3,DHEC
CW-014,5/4/2021,10:40:00 AM,mg/L,0.05,0.3,DHEC
CL-089,6/29/2021,10:33:00 AM,mg/L,0.061,0.3,DHEC
CW-231,8/24/2021,10:00:00 AM,mg/L,0.055,0.3,DHEC
CW-252,11/23/2021,11:57:00 AM,mg/L,0.05,0.3,DHEC
CW-019,5/13/2021,10:13:00 AM,mg/L,0.05,0.3,DHEC
RL-21210,11/23/2021,12:02:00 PM,mg/L,0.05,0.3,DHEC
LCR-02,6/29/2021,12:05:00 PM,mg/L,0.05,0.3,DHEC
RL-21210,5/13/2021,12:35:00 PM,mg/L,0.05,0.3,DHEC
CW-016,2/9/2021,1:59:00 PM,mg/L,0.05,0.3,DHEC
CW-251,2/3/2021,11:33:00 AM,mg/L,0.05,0.3,DHEC
CW-014,8/2/2021,11:20:00 AM,mg/L,0.05,0.3,DHEC
LCR-02,10/14/2021,11:52:00 AM,mg/L,0.05,0.3,DHEC
RS-21037,5/18/2021,10:50:00 AM,mg/L,0.069,0.3,DHEC
RS-17352,7/7/2021,11:22:00 AM,mg/L,0.05,0.3,DHEC
CW-251,11/23/2021,11:40:00 AM,mg/L,0.05,0.3,DHEC
LCR-02,12/7/2021,11:46:00 AM,mg/L,0.05,0.3,DHEC
RL-21277,11/23/2021,10:24:00 AM,mg/L,0.05,0.3,DHEC
CW-057,7/22/2021,11:12:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,7/22/2021,11:03:00 AM,mg/L,0.05,0.3,DHEC
CW-233,8/23/2021,10:41:00 AM,mg/L,0.051,0.3,DHEC
CW-083,7/7/2021,10:42:00 AM,mg/L,0.05,0.3,DHEC
CW-033,8/24/2021,10:52:00 AM,mg/L,0.05,0.3,DHEC
CW-057,9/14/2021,10:51:00 AM,mg/L,0.05,0.3,DHEC
CW-174,8/24/2021,10:40:00 AM,mg/L,0.05,0.3,DHEC
CW-231,7/22/2021,11:52:00 AM,mg/L,0.094,0.3,DHEC
CW-252,2/3/2021,11:44:00 AM,mg/L,0.05,0.3,DHEC
RS-17352,5/4/2021,11:27:00 AM,mg/L,0.085,0.3,DHEC
CW-033,6/15/2021,12:03:00 PM,mg/L,0.05,0.3,DHEC
CW-174,5/13/2021,10:45:00 AM,mg/L,0.055,0.3,DHEC
RS-17352,12/9/2021,12:30:00 PM,mg/L,0.05,0.3,DHEC
CW-252,1/14/2021,11:55:00 AM,mg/L,0.05,0.3,DHEC
LWT-01,10/6/2021,1:39:00 PM,mg/L,0.12,0.3,DHEC
CW-206,8/2/2021,11:05:00 AM,mg/L,0.05,0.3,DHEC
CW-174,1/14/2021,11:08:00 AM,mg/L,0.05,0.3,DHEC
CW-236,3/17/2021,9:56:00 AM,mg/L,0.05,0.3,DHEC
CW-083,4/12/2021,12:07:00 PM,mg/L,0.05,0.3,DHEC
CW-251,7/6/2021,12:51:00 PM,mg/L,0.05,0.3,DHEC
RS-21033,11/23/2021,9:40:00 AM,mg/L,0.05,0.3,DHEC
CW-033,1/14/2021,11:47:00 AM,mg/L,0.05,0.3,DHEC
CW-083,8/2/2021,12:35:00 PM,mg/L,0.05,0.3,DHEC
CW-057,8/24/2021,1:02:00 PM,mg/L,0.05,0.3,DHEC
CW-072,11/23/2021,11:15:00 AM,mg/L,0.068,0.3,DHEC
CW-206,9/8/2021,9:27:00 AM,mg/L,0.05,0.3,DHEC
RS-21037,9/14/2021,3:02:00 PM,mg/L,0.05,0.3,DHEC
CW-014,9/9/2021,12:13:00 PM,mg/L,0.062,0.3,DHEC
CW-174,10/14/2021,12:19:00 PM,mg/L,0.065,0.3,DHEC
CW-208,10/14/2021,11:35:00 AM,mg/L,0.05,0.3,DHEC
RS-21037,4/13/2021,10:30:00 AM,mg/L,0.05,0.3,DHEC
CW-033,12/16/2021,11:06:00 AM,mg/L,0.065,0.3,DHEC
CW-072,5/13/2021,11:26:00 AM,mg/L,0.05,0.3,DHEC
RS-21033,6/7/2021,10:52:00 AM,mg/L,0.064,0.3,DHEC
CW-036,9/9/2021,12:50:00 PM,mg/L,0.05,0.3,DHEC
RS-21025,8/2/2021,1:20:00 PM,mg/L,0.1,0.3,DHEC
CW-041,3/4/2021,9:15:00 AM,mg/L,0.05,0.3,DHEC
CW-014,1/12/2021,11:47:00 AM,mg/L,0.05,0.3,DHEC
CW-072,9/2/2021,11:35:00 AM,mg/L,0.22,0.3,DHEC
CW-019,7/6/2021,10:49:00 AM,mg/L,0.05,0.3,DHEC
CW-236,5/18/2021,10:07:00 AM,mg/L,0.05,0.3,DHEC
CW-233,6/9/2021,9:48:00 AM,mg/L,0.05,0.3,DHEC
CW-174,7/22/2021,12:30:00 PM,mg/L,0.12,0.3,DHEC
LCR-04,12/16/2021,1:16:00 PM,mg/L,0.06,0.3,DHEC
CW-036,5/4/2021,11:07:00 AM,mg/L,0.05,0.3,DHEC
CW-033,5/13/2021,10:56:00 AM,mg/L,0.05,0.3,DHEC
CW-206,6/1/2021,12:37:00 PM,mg/L,0.05,0.3,DHEC
CW-016F,6/17/2021,11:54:00 AM,mg/L,0.05,0.3,DHEC
LCR-02,2/24/2021,11:01:00 AM,mg/L,0.066,0.3,DHEC
RL-21226,7/22/2021,10:46:00 AM,mg/L,0.11,0.3,DHEC
CW-222,6/17/2021,10:26:00 AM,mg/L,0.05,0.3,DHEC
CW-041,4/12/2021,12:28:00 PM,mg/L,0.05,0.3,DHEC
LCR-04,6/17/2021,12:25:00 PM,mg/L,0.05,0.3,DHEC
CW-016F,10/18/2021,2:59:00 PM,mg/L,0.05,0.3,DHEC
CW-222,1/21/2021,10:51:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,5/13/2021,11:00:00 AM,mg/L,0.05,0.3,DHEC
CW-207,4/28/2021,11:31:00 AM,mg/L,0.05,0.3,DHEC
LCT-02,8/2/2021,10:58:00 AM,mg/L,0.05,0.3,DHEC
RS-17352,8/2/2021,12:05:00 PM,mg/L,0.05,0.3,DHEC
CW-033,11/23/2021,10:34:00 AM,mg/L,0.05,0.3,DHEC
CW-207B,5/19/2021,11:53:00 AM,mg/L,0.05,0.3,DHEC
CW-017,12/2/2021,10:29:00 AM,mg/L,0.05,0.3,DHEC
RS-19476,5/18/2021,12:00:00 PM,mg/L,0.099,0.3,DHEC
CW-041,11/23/2021,12:03:00 PM,mg/L,0.05,0.3,DHEC
RL-21210,6/17/2021,12:00:00 PM,mg/L,0.058,0.3,DHEC
CW-231,9/14/2021,11:34:00 AM,mg/L,0.05,0.3,DHEC
LCT-03,9/2/2021,10:56:00 AM,mg/L,0.05,0.3,DHEC
RL-21226,11/23/2021,11:26:00 AM,mg/L,0.05,0.3,DHEC
RL-21277,9/14/2021,12:14:00 PM,mg/L,0.081,0.3,DHEC
CW-231,5/13/2021,10:05:00 AM,mg/L,0.062,0.3,DHEC
RL-21277,3/10/2021,10:16:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,10/18/2021,3:33:00 PM,mg/L,0.05,0.3,DHEC
CW-036,1/12/2021,11:13:00 AM,mg/L,0.05,0.3,DHEC
RL-21277,8/24/2021,10:31:00 AM,mg/L,0.05,0.3,DHEC
CW-233,4/13/2021,9:40:00 AM,mg/L,0.063,0.3,DHEC
RL-21226,3/10/2021,1:12:00 PM,mg/L,0.05,0.3,DHEC
CW-251,1/14/2021,11:45:00 AM,mg/L,0.05,0.3,DHEC
RL-21277,5/13/2021,10:36:00 AM,mg/L,0.054,0.3,DHEC
CW-252,3/4/2021,11:05:00 AM,mg/L,0.05,0.3,DHEC
LCR-04,9/14/2021,10:42:00 AM,mg/L,0.05,0.3,DHEC
CW-016,5/13/2021,12:10:00 PM,mg/L,0.05,0.3,DHEC
CL-089,2/16/2021,10:31:00 AM,mg/L,0.05,0.3,DHEC
CW-208,6/29/2021,11:47:00 AM,mg/L,0.05,0.3,DHEC
RS-21053,1/25/2021,12:17:00 PM,mg/L,0.05,0.3,DHEC
CW-017,11/16/2021,10:04:00 AM,mg/L,0.05,0.3,DHEC
CW-231,3/9/2021,12:47:00 PM,mg/L,0.05,0.3,DHEC
CW-174,3/10/2021,10:27:00 AM,mg/L,0.05,0.3,DHEC
RS-19476,6/9/2021,11:32:00 AM,mg/L,0.076,0.3,DHEC
CW-236,6/9/2021,10:05:00 AM,mg/L,0.05,0.3,DHEC
